"das_voyage_id","type_of_ship","particulars"
"92870","pinas",""
"94774","","The ZEELELIE did not call at the Cape but at Simon's Bay. In 1764 the ship was wrecked during a voyage to Banda."
"91628","","Via Mauritius, arrival December 20th., departure 5 weeks later."
"98109","","The 110 men aboard the KERKWIJK included 5 impotenten. The KERKWIJK was to make two other voyages; during its fifth voyage 'the ship was called HUIS TE RENSBURG (see 3373/7283), during the last voyage (3424) its name was DUINENBURG."
"94122","","From 20 till 25-10-1737 the ship was at Portsmouth: one seafarer deserted."
"97549","fluit",""
"94520","","From 01-05 till 26-07-1749 the BOSBEEK was at S. Tiago. It did not call at the Cape but at Saldanha Bay, 26-07 till 18-09-1749. The ship was laid up and sold at Batavia, 05-01-1754."
"95236","","During the voyage 3 members of the crew deserted. See also the HUIS OM (4173) and the ALKEMADE (4180)."
"97451","",""
"91166","",""
"96247","jacht",""
"96641","fluit","First return fleet (5732-5737) under command of Sybrand Abbema aboard the LAND VAN SCHOUWEN (5736), Andries Bogaard aboard the EUROPA (5734), and Dirk Timonsz. de Jonge aboard the SCHIELAND (5735). At the Cape the fleet of 09-01-1680 from Ceylon joined this fleet. In addition to the crew, 36 sick seafarers were aboard the fleet. The 60 seafarers aboard the SINT ANDRIES had been privately recruited by the master. According to Hudde 20 departure from Batavia on 11-12-1679."
"94410","","The NIEUWERKERK called at Duins from 10-10 till 14-11-1745 where 7 soldiers who had tried to desert were delivered to the DORDRECHT, a man-of-war; another soldier turned out to be a woman and was put on shore. The NIEUWERKERK was wrecked in 1748 on a voyage from Batavia to Banda. Francois Pennink and Reinier van der Luchten also are mentioned in sources as master of the NIEUWERKERK."
"97431","",""
"91081","",""
"93879","",""
"91533","jacht","Stayed in the Indies and was foundered on the rocks, east of Banka, June 1647."
"97978","","Wrecked between Batavia and the Cape. Commandeur of the return fleet was Jurriaan Wolbergen, master of the KASTEEL VAN TILBURG (7088)."
"98165","",""
"94582","","From 09 till 17-03-1751 the HOF D'UNO was at S. Tiago. The ship did not call at the Cape but at False Bay."
"94593","","Before reaching Batavia the VOSMAAR called at Bantam, where 66 soldiers disembarked."
"91251","jacht","Stayed in the Indies and was wrecked on the shore of China, September 1622."
"92771","fluit","See no. 1710."
"95781","","In 1795 or 1796 the ship was broken up at Batavia."
"94753","","The RUYSKENSTEIN was sold at Batavia in 1761."
"96829","fluit",""
"95565","","See the VROUWE KATHARINA JOHANNA (4496)."
"95717","","In 1793 or 1794 the IJSTROOM was sold at Batavia."
"94180","","During the voyage one soldier became seafarer."
"96178","",""
"95483","","The 20 passengers, who embarked at the Cape, included 14 Chinese."
"91689","","From 21-07 till 31-10-1641 back in Goeree."
"95273","","The ABBEKERK called at Bantam: 19 seafarers and 25 soldiers went ashore. During the voyage one member of the crew deserted. See the INDIAAN (4210)."
"93706","",""
"91579","fluit","About 30 seafarers were the shipowner's men. Via S. Tiago."
"92433","fluit","Via Cape Verde and Tuticorin (08-07-1679)."
"91235","jacht","Renamed ZUIDER EENDRACHT; capsized off Bantam, May 1620. The HOORN was destroyed by fire in Port Desire, 19-12-1615. Further information see Engelbrecht and Van Herwerden."
"98034","","The 93 men aboard the RUYVEN included 14 impotenten and 2 passengers."
"94496","","As the BREDENHOF and the LIS (see 3419 and 3420) the HERCULES initially set out on 06-05-1748; four days later the ship returned to Texel after having run aground 'at the Haaks'."
"95052","","See the DAMZICHT (3987)."
"95340","","The WILLEM DE VIJFDE called at Portsmouth, 01 till 08-02-1777."
"93533","fluit","Wrecked at the Cape on 15-06-1722."
"95448","","Originally the VOORBERG departed on 11-09-1781; five days later, however, it returned to Texel. The ship sailed via Mauritius. After having arrived at Ceylon the VOORBERG continued its voyage to Batavia, where it arrived on 16-11-1783. The high death-rate among the crew wasdue to scurvy. See also the BOT (4392)."
"95420","","On 31-01-1780 the RITTHEM called at Lisbon. The ship was laid up in the Indies, 31-12-1785."
"98295","","Crew at the Cape: 97. During the voyage Michiel van Son died; Paulus Rauwenhof succeeded him as master of the OVERNES."
"99048","","The 41 people, who departed from Batavia, included 5 passengers and 2 slaves."
"91467","jacht","See 0428."
"97204","fluit","Commandeur of the return fleet was Abraham Douglas; vice-commandeur Marinus Duvelaar; schout-bij-nacht Aarnoud Bitter."
"91894","",""
"95908","",""
"98075","","Wrecked between the Cape and Patria, 19-05-1744."
"93801","","Back at Texel from 20-01 till 23-01-1728; from 08-08 till 04-09-1728 at the Saldanha Bay."
"93757","","From 21-11 till 28-11-1726 back at Texel; 4 seafarers ran away and one soldier became a seafarer. At Portsmouth from 05-12 till 19-12-1726."
"92851","","One stowaway deserted at the Cape."
"96481","","The crew included 7 passengers."
"93586","",""
"93280","","Among the passengers was one stowaway."
"94052","","One of the soldiers became cook's wain. The CASTRICUM was laid up in the Indies on 19-03-1743."
"97949","hoeker",""
"96678","","According to Hudde 20: 11 soldiers on board. Severely damaged by storms the EUROPA had to call at Mauritius (08-05 till 29-09-1683) and for more than five months at the Cape, where it was repaired. It waited for the return fleet of 26-12-1683."
"92690","fluit","Via Plymouth (03-01 till 22-01-1692)"
"93298","","The master died during the voyage."
"95571","fluit","4533/8209 Is the third voyage of this ship, which during its first voyage (4400/8087) was called BERLIN."
"97331","",""
"92726","galjoot","The ship ran aground between Batavia and the Cape in March 1697, due to the loss of the main mast."
"94837","","During the voyage one soldier probably became a seafarer."
"94792","","The passenger was a slave. One day after the departure from Rammekens the NOORD-BEVELAND returned; on 14-10 it finally set out. From 04 till 19-02-1759 the ship was at Robben Island, where one seafarer and 4 soldiers died. Before it arrived at Batavia 24 soldiers were taken over by the LEIDEN, which since January 1759 was on service in the inter- Asiatic trade (see 3730)."
"97316","",""
"97319","",""
"97596","",""
"91934","jacht","From 21-12-1654 till 21-03-1655 back in Goeree. On 24-12-1664 wrecked near Macassar."
"91841","","Via Tenerife."
"98371","","Crew at the Cape: 134."
"95919","","Via Mauritius and St. Helena; departure from St. Helena 19-03-1611."
"95122","","See the VROUWE ANTHOINETTA KOENRARDINA (4054) and the ALKEMADE (4056)."
"92963","","The ship was laid up at Batavia on 10-06-1706."
"98158","",""
"99056","",""
"92007","fluit","Laid up and sold at Batavia, 01-10-1669."
"96935","fluit","Missing between Batavia and the Cape"
"96318","pinas",""
"93373","","From 11-11-1717 til 01-01-1718 at Portsmouth and Torbay."
"96164","",""
"96701","pinas","First return fleet (5792-5796) under command of Matthias Luchtenburg aboard the PRINSELAND (5795). At the Cape the ships from Ceylon (5798-5800) and the ROMEIN (5797) from Bengal joined the fleet. According to K.A. 1283 and 1284 the PRINSES MARIA (5794) was the admiraal's ship and the VRIJHEID (5796) the vice-admiraal's."
"91043","","See 0139."
"97424","",""
"97789","","Adriaan Krielaard died, Dirk Prest succeeded him as master."
"97473","","Admiraal of this return fleet was Pieter Scherf (6629), commandeur was Ewout van Dieshoek, vice-commandeur was Kornelis Fret (6612), and schout-bij-nacht was Jakob van der Swet (6624)."
"95940","","Via St. Helena."
"93374","fluit","At the English coast from 11-11-1717 till 16-01-1718 (Portsmouth, Torbay and Falmouth)."
"95249","","See the BOT (4197)."
"93127","",""
"98615","","The 9 passengers included 6 condemned persons."
"93093","","From 26-10-1707 till 18-03-1708 at Portsmouth, where 18 men deserted. 11 Seafarers and 1 soldier were enlisted."
"93782","","From 05-06 till 15-06-1727 at Torbay. 2 Soldiers became seafarers."
"94796","","The 4 passengers who embarked at the Cape included one condemned person, banished to Edam off Batavia."
"95050","","After having called at Batavia, the JONGE THOMAS sailed on to China."
"93852","","At Duins from 13-05 till 15-05-1729. One seafarer became a soldier."
"98755","",""
"93785","","Laid up at Batavia in 1735."
"97719","",""
"96243","",""
"91553","jacht","3 soldiers became seafarers. Acc. to K.A.1158 Hendrik Boudewijnse was master. At S. Vincente on 28-12-1666 till 25-01-1667. Coming from Persia the ship was wrecked at Baios de Padua on 05-07-1668, with 27 men drowned."
"93064","fluit","At Torbay from 17-05 till 07-06-1706. Laid up at Batavia in 1711."
"94434","","See also 3364. In 1751 the WESTKAPELLE was laid up at Bengal."
"93277","fluit",""
"93691","","Wrecked at the island of Rondoe, at the coast of Norway on 08-03-1725."
"92046","fluit","Via Brouwershaven where 3 man deserted. The ship was driven out of its course and sailed via Atjeh to Pulicat. The ship was sold in 1673."
"93925","","Back at Texel from 10-11 till 13-11-1732."
"96454","fluit","Original cargo from Batavia: 17,730."
"96198","",""
"93913","","At S. Tiago from 20-06 till 26-06-1732: 3 seafarers and 3 soldiers ran away; 25 seafarers, 22 soldiers and one passenger from the SLOT TER HOGE (2877) came aboard. The ship was wrecked at Gale on 23-10-1735."
"91105","","Fleet (0051-0053) under command of admiraal Wolfert Harmensz. aboard the GELDERLAND and Hans Hendriksz. Bouwer, equipped by the Oude Oostindische Compagnie. From 27-09 till 20-10 at Mauritius."
"91264","","Reprovisioned at Fogo Island, at 5,5ø South and 80 miles west of Sumatra the ship caught fire and was blown up; on 14-12-1619 the sloop of the HOORN arrived with the survivors at Bantam."
"95706","",""
"96913","fluit",""
"97869","",""
"96743","pinas",""
"91784","","For the total number of those on board at the arrival in Batavia see the JONGE PRINS (0668)."
"96044","",""
"95915","",""
"98557","",""
"97209","",""
"91118","jacht","Fleet (0064-0066) under command of Joris van Spilbergen aboard the SCHAAP, equipped by the Compagnie de Moucheron. Total number of those on board 225. From 10-05 till 15-05 at Dartmouth; from 14-06 till 20-06 at Portugal; from 02-08 till 11-08 at Corisco; from 17-08 till 30-08 at Cape Lopez; from 15-11 till 20-11 at St. Helena Bay. The SCHAAP took on provisions from 21-02 till 04-04 at the Comoro and May 31th at Ceylon. The RAM with vice-admiraal Guyon Le Fort on board via the Bay of Augustin and Ceylon."
"94201","","The BEEKVLIET was laid up in the Indies in 1744."
"94914","","From 10 till 12-05-1763 the BARBARA THEODORA was at Duins. 3863/7704 Is the fourth voyage of this ship, which during its three preceding voyages was called TORENVLIET (numbers of the third voyage: 3783/7616)."
"97325","","The master was commandeur of the return fleet."
"97797","","Cargo: tea."
"94946","","From 23 till 28-03-1764 the VOSMAAR was at S. Tiago."
"97763","",""
"98440","","Crew at the Cape: 113."
"94869","","The 17 persons who went ashore at the Cape included 4 seafarers and 2 soldiers who deserted."
"95702","",""
"95694","","In 1795 the GOUVERNEUR-GENERAAL MAATSUIJKER was sold at Batavia."
"92859","","From 14-02 till 11-03-1699 at Plymouth; 1 seafarer ran away."
"97145","jacht",""
"94356","","From 02 till 13-03-1745 the SCHELLAG was at S. Tiago: at Porto Prayo the crew was enlarged with 16 seafarers and 27 soldiers. These 43 persons came from the SCHONAUWEN (see 3320). The ship carried f 100,000 in cash. It did not call at the Cape but at False Bay."
"95381","","See the PALLAS (4318). Early in 1783 the VRIJHEID was sold to the French at Ceylon."
"92281","","Acc. to K.A. 1182 the numbers 1198, 1199, 1204, 1212, 1213 and 1218 brought together 553 seafarers and 254 soldiers to Ceylon. The ship was sold at Batavia on 25-10-1677."
"93288","fluit",""
"91655","fluit","Stayed in the Indies, captured by Japanese and Cambodians in 1643, restored by them to the Dutch and broken up in Batavia, 1647."
"98825","",""
"92381","fluit","Via the Shetland Islands, where 2 seafarers were enlisted. Via Cape de Monte, Elmina and Sombreise. The ship was laid up at Batavia in November 1686."
"98180","",""
"91586","","Original departure from Texel: 07-12-1677. At the Cape 6 seafarers and 4 soldiers were sent home."
"92567","fluit","The ship was sold at Batavia in October 1697."
"97806","",""
"98170","","Missing between Batavia and the Cape."
"94243","","One soldier became bottler's mate."
"92758","fluit","The ship stayed from 20-10-1694 till 05-12-1694 at Portsmouth."
"94548","","The GERECHTIGHEID called at Duins from 15 till 21-10-1749."
"94405","hoeker","The OOSTZAANDAM called at Portsmouth, 30-09 till 17-10-1786. According to K.A. 4298 Jakob de Vries was master."
"91988","jacht","Remained for service at the Cape. From 10-09-1657 till 29-05-1658 to Angola. The ship departed from the Cape to Batavia with 35 men. It was laid up and sold at Batavia, 13-08-1669."
"92834","pinas",""
"98107","","From 03 till 06-02-1745 the OUWERKERK was at anchor off Robben Island."
"95445","","Originally the HOLLAND set out on 11-09-1781; five days later, however, it returned to Texel. The ship sailed via Mauritius. After having arrived at Ceylon the HOLLAND continued its voyage to Batavia; arrival: 16-11-1783. The high death-rate among the crew was due to scurvy. See also the BOT (4392)."
"97862","",""
"92271","hoeker","Via Las Palmas, where one seaman stayed behind. The ship was sold at Batavia in 1687."
"98378","",""
"94514","","From 23-01 till 22-02 the HUIS TE MANPAD was at Duins. It did not call at the Cape but at False Bay; the 2 seafarers who embarked there came from the HARTEKAMP (see 3440)."
"91432","jacht",""
"96672","","Departed from the Cape with the return fleet of 26-11-1681. According to K.A. 1243. fol. 808 the ship left the Cape on 28-08-1682 with a cargo of 425,315."
"98831","",""
"93346","fluit","Laid up at Batavia in 1729."
"93647","fluit","First departure from Texel on 10-05-1730. The ship was taken by privateers and forced to stay at Algiers from 15-05 till 05-06-1730. Back at Texel on 13-08-1730. Laid up at Batavia on 22-04-1738."
"97709","",""
"91853","","Wrecked on the Vlaamse banken, 06-05-1651."
"91679","fluit","Via Mauritius, where 12 men stayed behind; from 19-06 till 16-07-1641. In June the master Adriaansz. was placed on board of the HAARLEM. The ship stayed in the Indies and was laid up in Batavia, 1649."
"97062","fluit",""
"95525","","See the BARBESTEIN (4470). 4474/8262 Is the second voyage of this ship, which during the preceding voyage (4410/8099) was called POTSDAM."
"95064","","See the DAMZICHT (3987) and the HUIS TE BOEDE (3994)."
"99152","paketboot","In January, 1794, the KRAAI called at Plymouth, early in February at a Norwegian port."
"98269","fluit","Crew at the Cape: 85. The five passengers included two condemned persons. According to Uitloopboek the cargo was consigned to Amsterdam."
"92286","fluit","Via S. Tiago."
"98017","",""
"97498","",""
"98117","","The OVERNES did not call at the Cape but at False Bay."
"91739","","Crew of HENRIETTE LOUISE and ORANJE at arrival: seafarers, 399; soldiers, 299; deaths 17."
"99075","",""
"93411","","See 2360."
"95613","","According to K.A. 4304 the departing crew consisted of 352 men. On 19-06-1788 the LEIDEN departed from Batavia to sail to China."
"99113","",""
"93508","fluit","Laid up at Batavia in 1729."
"93893","","From 02-12 till 08-12-1731 at Duins. The ship arrived at Ft. Dauphin on Madagascar on 01-06-1732; 4 seafarers ran away there. Laid up at Batavia on 17-04-1733."
"99145","","Originally the GOUDA departed from the Cape on 16-08-1792; four days later the ship terurned. The GOUDA carried part of the cargo of the VROUWE KATHARINA JOHANNA (see 8341). See also the MAKASSAR (8342)."
"96942","fluit","Alexander Simons was commandeur of the return fleet."
"98362","","Six months before its departure from Ceylon the RUITEVELD had set out from Batavia (18-06-1757). One source mentioned Gerrit Loman as master. Crew at the Cape: 107."
"96750","pinas","According to Valentijn the fleet from Ceylon (5841-5845) departed on 22-01-1688, Acc. To K.A. 4002 on 23-01-1688. It joined the return fleet of 01-12-1687 at the Cape."
"93604","","On 14-02-1724 wrecked on the sands between Grevelingen and Dunkirk."
"97143","",""
"94194","",""
"96959","",""
"97739","",""
"92858","pinas",""
"91084","",""
"94534","","The AKERENDAM called at Duins (15 till 20-07-1749) and at S. Tiago (01 till 13-09-1749). During the voyage 3 seafarers probably became soldiers."
"92594","jacht","Via Tuticorin (arrival on 10-08-1687)."
"95298","","See the LANDSKROON (4236)."
"91171","",""
"95620","fluit","From 17-12-1787 till 30-01-1788 the RIJNOORD called at an English port."
"91080","jacht",""
"97341","fluit",""
"99172","fluit","Date of departure from the Cape unknown (see also the PHOENICIËR, (8376)."
"97262","",""
"97820","",""
"95534","",""
"96969","pinas",""
"93416","","At Duins from 07-01 till 26-01-1719. At Portsmouth from 04-02 till 26-02-1719. At S. Tiago from 09-04 till 16-04-1719. At Bengkulu from 27-09 till 11-10-1719; at Chinco from 15-11 till 19-11-1719; at Padang from 20-11 till 05-12-1719. Daniel Silemans succeeded Kornelis de Lange who died there. On 31-12-1719, 20 seafarers and 25 soldiers went to the HERSTELDE LEEUW (2377)."
"94698","","The STADWIJK called at Portsmouth from 06 till 17-11-1754, where two seafarers and one soldier were pressed by the English. At Bantam 103 soldiers disembarked."
"98271","",""
"94475","","From 05 till 13-09-1747 the ZAAMSLAG was at 'Goeree near Cape Verde'."
"94346","","Four days after its departure the DIEMEN returned to Texel (10-11-1744); it finally set out on 09-12-1744. The ship carried f 250,000 in cash."
"93607","",""
"96098","",""
"98168","","Missing between Batavia and the Cape."
"95778","","In 1796 the IJSSELMONDE was sold and broken up at Batavia."
"97780","",""
"96128","",""
"92737","pinas",""
"95181","",""
"91198","","Sailed alone."
"93526","fluit","From 24-12 till 14-01-1722 at Plymouth: 6 seafarers and 2 soldiers ran away; 27-09 till 28-10-1722 at Benkulen: 2 seafarers and 2 soldiers ran away, 2 English and 1 stowaway came aboard."
"91688","","Adverse winds west of Sumatra 23-10-1641, 53 men had died already."
"94822","","The OOSTHUIZEN called at S. Tiago (19 till 26-12-1759) where 2 seafarers and one craftsman died and 11 seafarers and 5 soldiers deserted. On 13-01-1760 the ship spoke the MARIENBOS (see 3769) and took over 2 seafarers. The 7 passengers who embarked at the Cape were 2 Chinese families, released from exile by the authorities."
"95880","",""
"99024","hoeker",""
"98179","","From 31-03 till 05-04-1748 the GERECHTIGHEID was at anchor off Robben Island."
"94031","",""
"98095","","The LIS did not call at the Cape but at False Bay."
"95139","","During the voyage one member of the crew deserted."
"98360","","One source mentioned Willem Klump as master of the KATTENDIJKE. Crew at the Cape: 108."
"94487","","The SLOTERDIJK carried f 150,000 in cash."
"96317","pinas","At the departure from Batavia Jan Abrahamsz. Oldenhove might not yet have been aboard, (see also 5976)."
"92362","fluit","Via S. Tiago. The ship was laid up and sold at Batavia on 08-01-1683."
"97619","",""
"95481","","On 15-07-1784 the GOUVERNEUR-GENERAAL DE CLERCK depated from Batavia and sailed to China. See the VROUWE EVERHARDINA (4422)."
"96216","",""
"92096","jacht","The 'passengers' who embarked at the Cape, were Portuguese prisoners. The ship was wrecked on a voyage between Bengal and Batavia on 18-11-1670."
"92914","jacht","From 23-01 till 07-03-1701 at Portsmouth and from 30-03 till 04-04-1701 at S. Tiago."
"99042","","The 32 people, who departed from Batavia, included 3 passengers."
"97212","",""
"97334","",""
"98229","","The HUIS TE RENSBURG did not call at the Cape but at False Bay. See also the HUIS TEN DONK (7333). This was the third voyage (/7336) of this ship, which during its two preceding voyages was called DUINENBURG (numbers of the second voyage: 3331/7258)."
"97548","","The master was vice-commandeur of the return fleet."
"96221","","141 men including 11 passengers."
"96847","","Acc. to K.A. 4012 the crew consisted of 148 men. Amongst the passengers were 10 French prisoners."
"92445","","Acc. to K.A. 1231 only one passenger on board."
"95292","","The HOOLWERF called at S. Tiago, where one seafarer deserted. See the BEEKVLIET (4232)."
"92514","","Via S. Tiago (24-06 till 28-06-1683). According to K.A. 1271 the ship arrived on 03-12-1683 at Batavia."
"98907","fluit","The BERLIN flew the Prussian flag. After the return of the ship to patria its name was altered into DORDRECHT (4458/8148)."
"93476","",""
"99070","","Sailing from Batavia to the Cape the SLOT TER HOGE was wrecked."
"96063","",""
"97781","",""
"93300","",""
"97235","",""
"92587","fluit",""
"95973","jacht","According to Mac Lead the ship departed 27-05-1621."
"98643","","4041/7798 was the fifth voyage of this ship, which during its first three voyages was called TORENVLIET (3783/7616)."
"91930","jacht","On 15-11-1669 laid up at Batavia and sold; 0813, 0817, 0823 and 0825 arrived with 1108 men, amongst whom 448 soldiers; deathtoll 21 (Coolhaas, III 14)."
"92790","fregat","The ship was wrecked at Surat on 20-09-1700. According to Coolhaas VI, 17, this ship arrived on 01-09-1698 in Batavia with a letter dated 15 December 1697."
"91466","jacht","Back to Vlissingen, sailed again January 28th; from 30-01 till 22-02 off the Isle of Wight; from 20-03 till 25-03 at S. Vincente; stayed in the Indies."
"97973","","IJsbrand Moens was vice-commandeur of the return fleet."
"92209","fluit","Via Duins (till 04-01-1669). The ship was wrecked in the Ganges on 20-09-1672; the cargo of fl. 204,000 was mainly lost."
"93813","fluit",""
"91215","","Fleet (0177-0182) under command of Adriaan Woutersz. Stoop (@+@ 26-11-1615) aboard the VLISSINGEN. The VLISSINGEN had a difficult voyage; 19-12 rounding the Cape the ship sailed north too early; 18-11-1615 (!) it encountered the WALCHEREN, the ENGEL and the AMSTERDAM."
"94204","","The PHOENIX was laid up at Batavia on 16-09-1746."
"92572","hoeker","The ship was laid up at Batavia in May 1698."
"94461","","The WELTEVREDEN did not call at the Cape but at False Bay."
"92829","pinas",""
"97985","",""
"93360","","From 19-02-1718 till 02-05-1718 at Timor."
"92704","fluit","Via S. Tiago (27-09 till 02-10-1692)."
"96791","fluit","At the Cape Paulus Huntum became commandeur of the return fleet."
"93110","fluit",""
"95091","","The RUITEVELD was sold in the Indies, 13-04-1773."
"94416","","During the voyage, probably in November, many soldiers, presumably about 40, were taken over by the SCHEIJBEEK (see 3342). The WILDRIJK carried f 145,000 in cash."
"94759","","The NIEUWERKERK called at S. Tiago from 16 till 20-08-1757, where 3 soldiers deserted."
"97689","fluit",""
"95997","","Return fleet (5168-5170) under command of Kornelis Reiniersz.; the total number of those on board was 360. According to K.A. 994 the HOLLANDIA was in S. Lucia Bay from 27-03 till 25-04."
"98241","","See also the WAPEN VAN HOORN (7350)."
"96218","",""
"92933","fluit",""
"93969","",""
"96988","",""
"94786","","On 12-07-1758 the EENDRACHT called at Torbay, where two seafarers died. 3735/7593 Is the fourth voyage of this ship, which during its first two voyages was called ELSWOUD (see 3503/7398)."
"94035","","From 19-07 till 01-08 at Duins. From 14 till 25-09 at S. Tiago where 4 seafarers and 1 soldier deserted."
"92260","fluit",""
"94834","","The TORENVLIET called at Bantam, where 95 soldiers went ashore (23-09-1760)."
"97894","","Lost between Ceylon and the Cape."
"98311","","The eight passengers included one comdemned person."
"94721","","The RUITEVELD called at Duins from 17 till 18-10-1755. Some of the 35 seafarers and soldiers who went ashore at the Cape deserted."
"92532","hoeker","Via S. Tiago and Mauritius. The ship was laid up at Ceylon in 1704."
"91960","jacht","On 21-05-1661 wrecked in the Bay of Gale."
"96458","",""
"93869","","At Duins from 22-11 till 24-11-1729."
"95526","","On 23-05-1785 the ZEEPAARD arrived at False Bay. See the BARBESTEIN (4470)."
"93249","fluit","Among the passengers were 2 stowaways. The master died during the voyage and was succeeded by Hendrik Jansz. Prins."
"96379","",""
"91302","","Departure from S. Vincente 31-01-1621."
"97214","",""
"93074","fluit","The passengers were stowaways. Laid up at Batavia on 21-06-1718."
"97012","",""
"98754","","One of the 2 passengers was a condemned person."
"91866","","No ports of call."
"93892","","From 05-12 till 08-12-1731 at Portsmouth."
"99037","",""
"92041","","Via S. Vincente. Laid up at Batavia, 16-11-1663."
"96752","",""
"92458","pinas","Via Saldanha Bay (09-12 till 24-01-1681); Acc. to Daghreg. 1681 24 men died before the Cape."
"97925","","The PATRIOT transported the cargo of the NIEUW RHOON, laid up at the Cape (see 7955); invoice value: f 293,773, destined for the chamber Amsterdam."
"92100","fluit","At the Cape Meindert Roelofsz. became master on the MEES; master on the HOOGKARSPEL after the Cape was Andries Brant. One seafarer was thrown overboard because of 'sodomy'. The 'passengers' who embarked at the Cape were Portuguese prisoners. The ship was wrecked between Tonkin and Japan in 1670."
"98211","",""
"95375","","See the PALLAS (4318)."
"94154","","From 21-06 till 01-07-1738 the ship was at S. Tiago. During the voyage one of the cooks became soldier."
"95440","","The HELD WOLTEMADE was bound for Ceylon. On 01-07-1781, however, the ship was taken by two English frigates, which forced it to sail to Plymouth (arrival: 03-02-1782)."
"95943","jacht","From 26-12 till 03-01 at St. Helena."
"96508","",""
"94225","","The 48 persons indicated in the fifth column include 12 seafarers and 8 soldiers who disembarked during a long stay at Pernambuco (13-09 till 13-11-1740); they all went to the hospital there. 2 Soldiers became seafarers."
"93207","","From 13-12-1711 till 04-01-1712 at S. Tomé. Via Annabon. Wrecked 40 miles north of the Murchinson river at the west coast of Australia. The wreck was discovered in 1927."
"99205","","During the voyage Martin Lop died; Nikolaas Oman succeeded him as master. The 11 passengers included nine condemned persons. The GERECHTIGHEID called at Fish Bay (09 till 13-05), at Bay of Content (15 till 20-05), and at Delagoa Bay (20-05 till 29-06-1754); the ship did not call at the Cape but at False Bay. Commandeur of this fleet was Nikolaas de Beer, master of the LEKKERLAND (see 7426)"
"98063","","Missing between the Cape and Patria."
"95167","","Specified data concerning the crew of the VROUWE KORNELIA HILLEGONDA: 169 seafarers, 108 soldiers, and 8 craftsmen departed from Texel or embarked at the Cape. From 08-01 till 19-05-1772 the ship was at Duins and Portsmouth: 51 seafarers, 22 soldiers, and one craftsman went ashore, 13 seafarers and 2 soldiers deserted, 6 seafarers were pressed by the English. The following data refer to the crew of the VROUWE KORNELIA HILLEGONDA as well as to the crews of the JONGE LIEVE (4136), the RIDDERKERK(4137), the VLISSINGEN (4141), and the RENSWOUDE (4142): at S. Tiago 5 seafarers and one soldier died, 2 seafarers and one soldier deserted; 122 seafarers, 83 soldiers, and 9 craftsmen went ashore at the Cape; during the voyage 200 seafarers, 105 soldiers and 14 craftsmen died."
"98939","hoeker",""
"98092","","According to K.A. 4390a Gerrit Bot was master; according to K.A. 2483: Andries van den Bos. The WELTEVREDEN did not call at the Cape but at False Bay."
"97953","fregat",""
"98612","",""
"92305","bootje","Via Sierra Leone and Annabon. The ship stayed at the Cape and sailed on 30-01-1673 to St. Helena because of war with England."
"94596","","From 08 till 12-10-1751 the LIEFDE called at Duins. During the voyage one soldier probably became a seafarer."
"97618","fluit",""
"98103","",""
"94278","","During the voyage one soldier probably became seafarer. The NIEUWVLIET was laid up at Batavia on 23-07-1750."
"98106","","From 30-01 till 01-02-1745 the AKERENDAM was at anchor off Robben Island."
"94377","","The OOSTKAPELLE called at S. Tiago from 16 till 21-05-1750. During the voyage one soldier probably became seafarer."
"97584","",""
"98681","",""
"91555","fluit",""
"96100","",""
"94439","","The SIJBEKARSPEL called at S. Tiago from 27-08 till 03-09-1746 where 3 French seafarers embarked. The ship was laid up and sold at Batavia on 11-05-1753."
"94529","","From 05 till 11-08-1749 the KRABBENDIJKE called at S. Tiago. The ship replaced the DIEMERMEER, wrecked in 1747 (see 7257)."
"91503","jacht","From 22-01 till 16-02-1636 in the Wielingen; the ship stayed in the Indies; laid up 1645."
"98991","",""
"97608","",""
"96183","",""
"94448","","The OOSTKAPELLE called Robben Island from 03 till 13-02-1747."
"98258","","Crew at the Cape: 123."
"97294","",""
"91921","jacht","From 22-06 till 22-11-1654 in the Wielingen. Suffering from a high death-toll and danger of mutiny it returned at thirty degrees southern latitude. Arrival on 22-06-1655 (see also 0838)."
"97248","",""
"92085","","On 26-09-1662 the KENNEMERLAND, WAPEN VAN ZEELAND (0973), VLAARDINGEN (0967), RIJNLAND (0969), KOGGE (0971),   VELDHOEN (0961),and   ZEERIDDER (0854), and on 16-10-1662 the ORANJE (0972) departed from the Cape under command of Huibert de Laresse to attack Mozambique and to look for the missing ships of the return fleet under command of Arnold de Vlaming. The mission failed; the fleet sailed on for Batavia."
"94365","",""
"97831","fluit","Wrecked at the Cape on 21-05-1737."
"94032","","One of the soldiers became cook's wain."
"92263","fluit","Via Falmouth, where 4 seafarers and 2 soldiers deserted and 1 seaman signed on. Acc. to Daghregister 1671 the ship left the Cape on 16-06-1671."
"95149","","When the VELSEN departed from the Cape, 01-05-1771, 152 seafarers and 102 soldiers were aboard. The ship was laid up in the Indies, 01-01-1780."
"92919","fluit","From 13-08 till 22-08-1701 at Cape Lopez; from 11-10 till 19-10-1701 at S. Paulo."
"92336","fluit","Via S. Tiago. Acc. to Daghregister 1674 one passenger disembarked at the Cape instead of embarked."
"97523","",""
"91716","fluit","Stayed in the Indies and was laid up in Banda, 1655."
"91477","jacht",""
"95173","",""
"98453","","Crew at the Cape: 101."
"97264","fluit",""
"95451","fluit","The BERLIN flew the Prussian flag. During the voyage the ship called at Helsingør; departure: 14-09-1782."
